postcode,easting,northing,soilType,elevation,localAuthority,riskLabel,medianPrice,historicallyFlooded
CW11 3RE,374646,359313,Gleysols,50,Cheshire East,1,301300.0,False
DE2 4FW,437031,339099,Luvisols,90,Derby,1,,False
NE1 6NT,425100,564400,Unsurveyed/Urban,40,Newcastle upon Tyne,1,1328300.0,False
DN17 3EQ,482800,411600,Cambisols,0,North Lincolnshire,1,159100.0,False
DN14 5FG,475953,426295,Cambisols,10,East Riding of Yorkshire,6,120900.0,False
OL14 5AY,393900,424200,Cambisols,130,Calderdale,1,123300.0,True
HG2 7PD,432834,455629,Unsurveyed/Urban,90,Harrogate,1,158200.0,False
NR10 4SB,609979,324545,Luvisols,50,Broadland,1,361200.0,False
NE8 2NP,424800,562900,Unsurveyed/Urban,60,Gateshead,1,129000.0,False
YO23 1JZ,460205,450584,Unsurveyed/Urban,10,York,1,383200.0,False
NG12 2JN,458183,338985,Unsurveyed/Urban,30,Nottingham,1,346500.0,False
B23 7HT,408928,292045,Unsurveyed/Urban,110,Birmingham,1,177200.0,False
NN16 0PQ,488116,279269,Unsurveyed/Urban,70,North Northamptonshire,1,160600.0,False
PE37 7TF,582444,308347,Arenosols,70,Breckland,1,227300.0,False
S63 8EJ,444431,402553,Unsurveyed/Urban,30,Barnsley,1,89900.0,False
NR14 7PT,628151,303753,Luvisols,30,South Norfolk,1,649100.0,False
HX3 8RD,412963,426990,Cambisols,170,Calderdale,1,239500.0,False
YO26 5TA,457569,452676,Unsurveyed/Urban,10,York,1,255700.0,False
DH9 8TH,416737,552192,Unsurveyed/Urban,220,County Durham,1,95100.0,False
DE6 1HL,418585,345552,Cambisols,170,Derbyshire Dales,1,231200.0,False
SK17 6HR,405652,373062,Unsurveyed/Urban,310,High Peak,1,273600.0,False
PE7 8NF,517769,293897,Unsurveyed/Urban,10,Peterborough,1,264400.0,False
NR5 0NS,618401,310355,Unsurveyed/Urban,30,South Norfolk,1,254100.0,False
PE24 4DT,550141,359445,Gleysols,0,East Lindsey,6,203400.0,False
NR18 8FT,610891,301636,Luvisols,40,South Norfolk,1,,False
TS23 3HG,446065,524973,Unsurveyed/Urban,20,Stockton-on-Tees,1,154000.0,False
SR8 3DR,442251,543815,Luvisols,110,County Durham,1,137500.0,False
HU17 0UF,504769,439494,Unsurveyed/Urban,10,East Riding of Yorkshire,1,207200.0,False
NR21 0PW,597793,335731,Stagnosols,60,North Norfolk,1,396000.0,False
SR6 9EQ,440099,559701,Unsurveyed/Urban,30,Sunderland,1,180200.0,False
S71 2FE,435575,408501,Unsurveyed/Urban,100,Barnsley,1,147600.0,False
WF9 4RS,442575,412361,Planosols,80,Wakefield,1,262500.0,False
S73 8JZ,439328,403212,Unsurveyed/Urban,70,Barnsley,1,69800.0,False
WF2 6TQ,435507,416725,Cambisols,60,Wakefield,1,330300.0,False
NE21 5LR,418600,563100,Unsurveyed/Urban,20,Gateshead,1,171800.0,False
HD5 8AB,415764,416449,Unsurveyed/Urban,90,Kirklees,1,163900.0,False
CW1 2NT,370300,356000,Unsurveyed/Urban,60,Cheshire East,1,83900.0,False
NE34 7TP,438855,565689,Unsurveyed/Urban,30,South Tyneside,1,275500.0,False
M43 6XD,389216,398386,Unsurveyed/Urban,90,Tameside,1,143000.0,False
TS8 9YB,449672,514531,Unsurveyed/Urban,50,Middlesbrough,1,189900.0,False
LN12 1ED,550200,384800,Gleysols,0,East Lindsey,1,131300.0,True
PE14 7JZ,549926,317703,Gleysols,0,King's Lynn and West Norfolk,8,270800.0,False
LS11 9RG,428700,432200,Unsurveyed/Urban,40,Leeds,1,315500.0,False
PE12 9YG,548691,320594,Gleysols,0,South Holland,1,217800.0,False
TS8 0YE,450368,514333,Stagnosols,50,Middlesbrough,1,244200.0,False
DN32 9WT,527410,410115,Unsurveyed/Urban,10,North East Lincolnshire,1,125100.0,False
NE12 0NQ,427400,571100,Unsurveyed/Urban,60,North Tyneside,1,,False
HG3 2WN,427694,456584,Stagnosols,100,Harrogate,1,409500.0,False
S97 3FT,444338,401531,Unsurveyed/Urban,20,Rotherham,1,,False
LS2 9PZ,430000,434500,Unsurveyed/Urban,70,Leeds,1,298000.0,False
NE5 2QQ,421455,565655,Unsurveyed/Urban,100,Newcastle upon Tyne,1,166000.0,False
NN16 8ZL,486533,278774,Unsurveyed/Urban,80,North Northamptonshire,1,175100.0,False
LS27 7HW,424079,428316,Unsurveyed/Urban,170,Leeds,1,263900.0,False
NN14 2UN,480515,282755,Luvisols,100,North Northamptonshire,1,694200.0,False
HD9 3HU,414150,408306,Unsurveyed/Urban,160,Kirklees,1,321000.0,False
DE3 5ZS,435996,335424,Unsurveyed/Urban,50,Derby,1,,False
S41 9HB,438000,374400,Unsurveyed/Urban,70,Chesterfield,1,227400.0,True
PE2 8FF,521786,296366,Cambisols,10,Peterborough,1,204900.0,False
LE2 4PE,463185,299972,Unsurveyed/Urban,100,Oadby and Wigston,1,391800.0,False
NR34 9XJ,642260,290363,Unsurveyed/Urban,10,East Suffolk,1,221100.0,False
TS15 0DF,446743,506340,Stagnosols,70,Hambleton,1,411100.0,False
YO26 4YW,459054,452277,Unsurveyed/Urban,10,York,8,196500.0,False
NE24 5TJ,430536,580815,Unsurveyed/Urban,10,Northumberland,1,224300.0,False
LN11 8TJ,539267,388874,Stagnosols,10,East Lindsey,1,229300.0,False
IP13 9LL,628533,262096,Cambisols,30,East Suffolk,1,340500.0,False
TS3 7BL,450977,518844,Unsurveyed/Urban,10,Middlesbrough,1,258800.0,False
LS16 5QF,427100,439000,Unsurveyed/Urban,130,Leeds,1,310800.0,False
NE5 1PP,419154,567894,Unsurveyed/Urban,110,Newcastle upon Tyne,1,188700.0,False
NE61 3XP,414273,581127,Stagnosols,90,Northumberland,1,359100.0,False
BD11 1YT,418995,425223,Unsurveyed/Urban,90,Kirklees,1,237600.0,False
ST16 3JG,392750,324573,Unsurveyed/Urban,80,Stafford,1,150800.0,False
LS12 2LD,427704,433491,Unsurveyed/Urban,70,Leeds,1,116700.0,False
SK14 9DU,394864,395017,Unsurveyed/Urban,100,Tameside,1,,False
PE33 9AJ,569700,301993,Stagnosols,30,King's Lynn and West Norfolk,1,316600.0,False
HU8 8EF,510604,430696,Unsurveyed/Urban,10,"Kingston upon Hull, City of",6,109600.0,False
DH7 8SQ,424131,539329,Unsurveyed/Urban,110,County Durham,1,167200.0,False
HU1 2RB,509122,428629,Unsurveyed/Urban,0,"Kingston upon Hull, City of",1,186200.0,False
NG5 4LH,458729,344080,Unsurveyed/Urban,70,Gedling,1,336900.0,False
S40 1AL,438050,371088,Unsurveyed/Urban,90,Chesterfield,1,170300.0,False
LN2 2WY,497221,370656,Unsurveyed/Urban,10,Lincoln,1,267400.0,False
LN9 5DQ,525200,370035,Cambisols,40,East Lindsey,1,231900.0,False
LE16 8QW,481481,288164,Leptosols,110,North Northamptonshire,1,256700.0,False
B20 1PG,405498,289132,Unsurveyed/Urban,140,Birmingham,1,290200.0,False
NN8 2YS,490344,267897,Unsurveyed/Urban,50,North Northamptonshire,1,211700.0,False
LS1 2JB,429855,433504,Unsurveyed/Urban,40,Leeds,1,1715900.0,False
PE12 6RY,532516,321423,Gleysols,0,South Holland,4,225100.0,False
WV12 5XB,397302,301976,Unsurveyed/Urban,160,Walsall,1,184900.0,False
SK12 4DU,400385,386416,Stagnosols,160,High Peak,1,,False
PE6 8DE,513568,310484,Cambisols,10,South Kesteven,1,251100.0,False
NR6 5AY,619958,310455,Unsurveyed/Urban,10,Norwich,6,266300.0,False
IP13 9PX,626592,264405,Stagnosols,50,East Suffolk,1,839700.0,False
LE13 0LY,474398,319984,Unsurveyed/Urban,100,Melton,1,266300.0,False
DH8 7LJ,411476,550153,Unsurveyed/Urban,260,County Durham,1,144600.0,False
LS21 2JL,416642,448321,Stagnosols,130,Harrogate,1,386900.0,False
B16 6GL,404836,286159,Unsurveyed/Urban,160,Birmingham,1,,False
PE9 4RX,507757,309094,Stagnosols,20,South Kesteven,1,385400.0,False
DN14 9RT,464450,424272,Gleysols,10,Selby,8,263500.0,False
HD1 3YT,413500,415100,Unsurveyed/Urban,90,Kirklees,1,401200.0,False
PE14 7BD,549396,310185,Gleysols,0,King's Lynn and West Norfolk,8,276400.0,False
B77 9JR,421405,303425,Unsurveyed/Urban,70,Tamworth,1,,False
SR5 5QU,436440,559152,Unsurveyed/Urban,50,Sunderland,1,132800.0,False
DN8 5LZ,469264,412771,Leptosols,10,Doncaster,6,144300.0,False
DN32 7SD,528596,409974,Unsurveyed/Urban,10,North East Lincolnshire,4,45700.0,False
LE4 9EN,461090,306663,Unsurveyed/Urban,60,Leicester,1,229100.0,False
SK23 7XE,406224,381389,Stagnosols,220,High Peak,1,254300.0,False
SK23 6WU,404122,382559,Stagnosols,200,High Peak,1,314100.0,False
DN36 5YS,528443,402070,Stagnosols,20,East Lindsey,1,222000.0,False
BD14 6PB,411598,431579,Unsurveyed/Urban,250,Bradford,1,102200.0,False
DE74 2FH,448736,327015,Cambisols,40,North West Leicestershire,7,246600.0,False
DE65 6BP,429430,328553,Unsurveyed/Urban,50,South Derbyshire,5,115600.0,False
LS8 4LD,431591,435587,Unsurveyed/Urban,50,Leeds,5,155900.0,False
NN16 8LG,486804,278891,Unsurveyed/Urban,90,North Northamptonshire,1,175900.0,False
SK5 6HS,389488,393794,Unsurveyed/Urban,80,Stockport,1,172700.0,False
YO25 0UU,509217,466960,Cambisols,40,East Riding of Yorkshire,1,,False
S65 4DX,447145,394909,Unsurveyed/Urban,70,Rotherham,1,194200.0,False
PE4 6YY,518390,302486,Unsurveyed/Urban,10,Peterborough,1,223400.0,False
DN5 9QU,456420,405347,Unsurveyed/Urban,10,Doncaster,1,113400.0,False
WS13 7AB,411300,309700,Unsurveyed/Urban,90,Lichfield,1,296100.0,False
HG4 1BJ,431300,471100,Unsurveyed/Urban,30,Harrogate,1,265400.0,False
LE4 4FR,459851,309940,Unsurveyed/Urban,50,Charnwood,1,245300.0,False
WV6 7DF,382154,298828,Cambisols,110,South Staffordshire,1,255200.0,False
B24 9NA,410906,291898,Unsurveyed/Urban,120,Birmingham,1,181000.0,False
WV12 5LX,397728,301071,Unsurveyed/Urban,150,Walsall,1,212500.0,False
DL3 9WD,429177,514182,Unsurveyed/Urban,40,Darlington,1,274700.0,False
S72 9AU,440274,412332,Planosols,90,Wakefield,1,189600.0,False
NR6 6SZ,621860,312123,Unsurveyed/Urban,30,Broadland,1,261500.0,False
NN14 2LY,480453,283233,Cambisols,120,North Northamptonshire,1,144800.0,False
BD12 0UT,415298,428372,Unsurveyed/Urban,170,Bradford,1,190500.0,False
NE12 2DZ,427719,569388,Unsurveyed/Urban,60,North Tyneside,1,,False
B31 5BW,402059,279708,Unsurveyed/Urban,180,Birmingham,1,254600.0,False
ST15 0HW,389881,333017,Cambisols,90,Stafford,1,360600.0,False
YO60 6QR,465009,466503,Stagnosols,70,Ryedale,1,410000.0,False
DH6 4SZ,431811,535869,Unsurveyed/Urban,100,County Durham,1,260600.0,False
NR12 8QY,630200,320978,Cambisols,10,North Norfolk,1,459600.0,False
YO30 6EX,460022,453463,Unsurveyed/Urban,10,York,1,298000.0,False
NR14 7UA,626628,302360,Arenosols,60,South Norfolk,1,344800.0,False
M34 6ES,392491,393950,Unsurveyed/Urban,90,Tameside,1,452200.0,False
DL8 5JH,411866,493621,Stagnosols,250,Richmondshire,1,301200.0,False
LS10 3HL,431217,429760,Unsurveyed/Urban,70,Leeds,1,87200.0,False
DN17 1XN,487703,409671,Unsurveyed/Urban,10,North Lincolnshire,1,130600.0,False
NR3 4UG,623556,310242,Unsurveyed/Urban,20,Norwich,1,218600.0,False
NE63 8EH,426950,587032,Unsurveyed/Urban,30,Northumberland,1,187000.0,False
DN22 7SY,470123,382312,Unsurveyed/Urban,10,Bassetlaw,3,189700.0,False
NR10 3LN,621825,315505,Arenosols,20,Broadland,1,292700.0,False
HX5 0EU,410978,420884,Unsurveyed/Urban,90,Calderdale,1,165100.0,False
WA16 8NG,376115,377961,Unsurveyed/Urban,60,Cheshire East,1,671500.0,False
LS25 2QR,441242,432760,Unsurveyed/Urban,70,Leeds,1,250200.0,False
DL2 3JP,412423,520547,Cambisols,110,County Durham,7,96800.0,False
DE4 4GY,428817,353700,Stagnosols,140,Derbyshire Dales,1,311800.0,False
NG17 9BD,450880,353927,Unsurveyed/Urban,170,Ashfield,1,185000.0,False
DN19 7DY,506638,420307,Luvisols,20,North Lincolnshire,1,218500.0,False
DL3 7XN,428400,514700,Unsurveyed/Urban,50,Darlington,1,318200.0,False
S70 3RJ,436608,405711,Unsurveyed/Urban,80,Barnsley,1,54200.0,False
WS15 1DT,405080,316862,Arenosols,80,Cannock Chase,1,185600.0,False
WF13 4NA,423303,422434,Unsurveyed/Urban,120,Kirklees,1,100100.0,False
HU11 4HE,516331,433077,Unsurveyed/Urban,10,East Riding of Yorkshire,6,159300.0,False
B34 6SS,415056,289111,Unsurveyed/Urban,100,Birmingham,1,170900.0,False
TS16 0BB,442532,515791,Stagnosols,20,Stockton-on-Tees,1,210700.0,False
S70 1UZ,435556,405834,Unsurveyed/Urban,80,Barnsley,1,97700.0,False
NE6 5TR,427054,564894,Unsurveyed/Urban,50,Newcastle upon Tyne,1,192900.0,False
BD17 5BP,413740,439153,Stagnosols,150,Bradford,1,326700.0,False
YO3 0AE,461918,452692,Unsurveyed/Urban,10,York,1,,False
DN35 9JS,529518,408334,Unsurveyed/Urban,10,North East Lincolnshire,1,141900.0,False
TS24 0AQ,451200,534500,Unsurveyed/Urban,10,Hartlepool,1,134300.0,False
DE3 1HP,434361,337463,Unsurveyed/Urban,60,Derby,1,,False
DL15 9DT,416592,535757,Unsurveyed/Urban,150,County Durham,1,68900.0,False
LS8 1EN,432134,438317,Unsurveyed/Urban,130,Leeds,1,531000.0,False
BD7 3HT,414798,432325,Unsurveyed/Urban,150,Bradford,1,92300.0,False
DN14 0TT,455950,423444,Leptosols,10,Selby,1,468900.0,False
M34 3QN,391210,395487,Unsurveyed/Urban,90,Tameside,1,191700.0,False
LN4 4UJ,520873,354944,Gleysols,0,East Lindsey,7,186600.0,False
B36 8TF,414103,290228,Unsurveyed/Urban,80,Birmingham,1,184100.0,False
SR7 8AH,441280,549191,Unsurveyed/Urban,80,County Durham,1,314500.0,False
WS13 6LF,412105,309615,Unsurveyed/Urban,90,Lichfield,1,130100.0,False
YO12 4AU,503085,486332,Unsurveyed/Urban,60,Scarborough,1,131300.0,False
DN22 8AJ,468767,375608,Arenosols,30,Bassetlaw,1,249100.0,False
BD5 0RG,416081,432361,Unsurveyed/Urban,130,Bradford,1,116000.0,False
DN31 2JB,526172,409777,Unsurveyed/Urban,10,North East Lincolnshire,5,56100.0,False
DN7 4AR,464897,409453,Unsurveyed/Urban,10,Doncaster,8,152100.0,False
NE22 7BL,429865,583519,Unsurveyed/Urban,10,Northumberland,1,27000.0,False
ST13 6PE,399519,357264,Unsurveyed/Urban,210,Staffordshire Moorlands,1,129500.0,False
DN17 3NB,483755,409351,Cambisols,0,North Lincolnshire,8,174400.0,True
PE11 4NP,524562,331152,Gleysols,0,South Holland,5,239200.0,False
YO3 7HN,460461,453171,Unsurveyed/Urban,10,York,1,,False
DE6 1PE,423688,350343,Stagnosols,190,Derbyshire Dales,1,281400.0,False
S65 1TA,443400,394000,Unsurveyed/Urban,30,Rotherham,1,173800.0,True
S31 0BT,446575,385608,Unsurveyed/Urban,90,Rotherham,1,,False
NE24 2BA,431715,581567,Unsurveyed/Urban,10,Northumberland,1,143100.0,False
NG24 4XT,479534,353696,Unsurveyed/Urban,10,Newark and Sherwood,1,164900.0,False
S41 7DQ,437892,372670,Unsurveyed/Urban,100,Chesterfield,1,117900.0,False
HU2 0JX,509849,430177,Unsurveyed/Urban,10,"Kingston upon Hull, City of",1,208900.0,True
NG20 0HY,457320,366731,Unsurveyed/Urban,80,Mansfield,1,139800.0,False
NN17 9BN,489852,289360,Unsurveyed/Urban,100,North Northamptonshire,1,,False
DN40 2NB,519900,416200,Gleysols,10,North East Lincolnshire,1,145000.0,True
NG2 7BL,458585,336483,Unsurveyed/Urban,30,Rushcliffe,1,525000.0,False
HX1 5JX,408302,425143,Unsurveyed/Urban,200,Calderdale,1,415900.0,False
HU1 3PZ,509400,428800,Unsurveyed/Urban,0,"Kingston upon Hull, City of",1,316700.0,False
NE7 7AE,426282,567311,Unsurveyed/Urban,70,Newcastle upon Tyne,1,689200.0,False
ST16 9RU,391803,322843,Unsurveyed/Urban,80,Stafford,1,,False
S80 4RB,452734,376809,Unsurveyed/Urban,110,Bolsover,1,124200.0,False
DN3 1DW,463292,409514,Gleysols,10,Doncaster,8,170200.0,False
YO3 7SD,460700,453500,Unsurveyed/Urban,10,York,1,,False
B17 8BP,402671,286089,Unsurveyed/Urban,180,Birmingham,1,375500.0,False
B3 2QD,407077,287157,Unsurveyed/Urban,130,Birmingham,1,23860800.0,False
WV13 1JP,397239,298871,Unsurveyed/Urban,130,Walsall,5,212800.0,False
TS12 2AP,467586,518247,Stagnosols,100,Redcar and Cleveland,1,139100.0,False
S35 0AX,429831,394012,Cambisols,180,Sheffield,1,493500.0,False
SK10 9SG,391750,373748,Unsurveyed/Urban,150,Cheshire East,1,,False
WS9 0JS,404883,300128,Unsurveyed/Urban,160,Walsall,1,259700.0,False
DN22 7WP,470010,380935,Unsurveyed/Urban,20,Bassetlaw,1,139800.0,False
PE34 3DF,560483,312997,Gleysols,0,King's Lynn and West Norfolk,1,308200.0,False
LS17 7NS,429285,440170,Leptosols,130,Leeds,1,338000.0,False
SK11 0SP,396700,362500,Cambisols,280,Staffordshire Moorlands,1,494600.0,False
NN14 1TF,481301,276103,Cambisols,130,North Northamptonshire,1,240500.0,False
DN9 3LZ,465218,399630,Arenosols,10,Doncaster,1,243700.0,False
HU15 2ZH,494177,426914,Cambisols,10,East Riding of Yorkshire,1,240900.0,False
BD16 4UJ,411200,440500,Unsurveyed/Urban,180,Bradford,1,237600.0,False
S18 6JX,435300,379300,Arenosols,170,North East Derbyshire,1,,False
NN16 9ZG,486533,278774,Unsurveyed/Urban,80,North Northamptonshire,1,183300.0,False
DL1 1XH,429656,514286,Unsurveyed/Urban,50,Darlington,1,152600.0,False
HD7 2US,412345,409573,Cambisols,270,Kirklees,1,,False
BD9 4YG,414704,435244,Unsurveyed/Urban,150,Bradford,1,144400.0,False
S63 6QB,442930,401104,Unsurveyed/Urban,30,Rotherham,1,84100.0,False
DN11 9BG,456885,397184,Cambisols,50,Doncaster,1,298500.0,False
BD4 0WZ,420003,430423,Stagnosols,180,Bradford,1,141600.0,False
B2 5RP,406800,286800,Unsurveyed/Urban,130,Birmingham,1,693200.0,False
HU2 0HA,509922,429637,Unsurveyed/Urban,10,"Kingston upon Hull, City of",1,213900.0,True
YO1 0SH,460093,451892,Unsurveyed/Urban,10,York,1,,True
B11 3DG,410407,282885,Unsurveyed/Urban,130,Birmingham,1,160300.0,False
YO26 0FP,459652,451975,Unsurveyed/Urban,10,York,1,,False
YO1 7AH,460540,452059,Unsurveyed/Urban,10,York,1,413100.0,False
S62 5RF,444353,396949,Unsurveyed/Urban,70,Rotherham,1,80500.0,False
HG5 0PE,435415,457872,Unsurveyed/Urban,50,Harrogate,1,311500.0,False
S2 2RR,436573,386436,Unsurveyed/Urban,90,Sheffield,1,123600.0,False
S73 0QN,438565,401301,Unsurveyed/Urban,90,Barnsley,1,172200.0,False
LE67 3LR,441516,314566,Unsurveyed/Urban,160,North West Leicestershire,1,157600.0,False
WF16 0DU,422562,423670,Unsurveyed/Urban,120,Kirklees,1,148700.0,False
IP5 1BP,621203,245511,Unsurveyed/Urban,30,East Suffolk,1,236000.0,False
YO21 3WZ,488807,511594,Luvisols,40,Scarborough,1,221600.0,False
TS17 0HA,444823,515436,Unsurveyed/Urban,10,Stockton-on-Tees,1,158300.0,False
YO23 1XW,459652,451975,Unsurveyed/Urban,10,York,1,335900.0,False
SK11 6PU,391400,373700,Unsurveyed/Urban,150,Cheshire East,1,183600.0,False
NG34 7ZJ,507786,345994,Cambisols,10,North Kesteven,1,180900.0,False
NG22 8EE,464854,356402,Cambisols,50,Newark and Sherwood,6,421300.0,False
LE8 2GR,460458,298054,Unsurveyed/Urban,90,Oadby and Wigston,1,,False
NN9 8HB,495948,268901,Unsurveyed/Urban,60,North Northamptonshire,1,,False
CV9 9AG,430819,297739,Unsurveyed/Urban,90,North Warwickshire,1,,False
NN14 2LS,480394,283222,Cambisols,120,North Northamptonshire,1,636800.0,False
DN34 5WZ,523482,407637,Stagnosols,20,North East Lincolnshire,1,117600.0,False
LE8 0ZN,468121,293686,Stagnosols,110,Harborough,1,329700.0,False
DN9 2PE,475681,399960,Luvisols,40,North Lincolnshire,1,255100.0,False
DL1 4XN,429177,514182,Unsurveyed/Urban,40,Darlington,1,631400.0,False
NG24 1ND,480466,354110,Unsurveyed/Urban,20,Newark and Sherwood,5,117700.0,False
DN14 0DB,461261,419639,Arenosols,0,East Riding of Yorkshire,1,194600.0,False
YO17 8NA,485526,474399,Arenosols,30,Ryedale,1,211200.0,False
LS27 9BD,426711,427293,Unsurveyed/Urban,130,Leeds,1,216100.0,False
S17 3NU,431351,381017,Unsurveyed/Urban,170,Sheffield,1,325600.0,False
TS25 1LF,450342,529544,Unsurveyed/Urban,10,Hartlepool,1,130500.0,False
DN37 0GL,527410,410115,Unsurveyed/Urban,10,North East Lincolnshire,1,277600.0,False
B1 3JU,406100,287300,Unsurveyed/Urban,130,Birmingham,1,795900.0,False
YO30 6JQ,459527,453386,Unsurveyed/Urban,10,York,1,343500.0,False
S70 5ND,434177,402794,Stagnosols,70,Barnsley,1,181000.0,False
HU1 1AX,509925,428343,Unsurveyed/Urban,0,"Kingston upon Hull, City of",1,291200.0,True
DE13 9YX,425087,324294,Unsurveyed/Urban,50,East Staffordshire,1,297700.0,True
S40 2ES,438358,369530,Unsurveyed/Urban,80,Chesterfield,1,78300.0,False
S70 4LD,434526,405179,Unsurveyed/Urban,160,Barnsley,1,115000.0,False
PE25 1BG,556963,363804,Unsurveyed/Urban,10,East Lindsey,6,189400.0,True
NE15 6DX,420784,563847,Unsurveyed/Urban,40,Newcastle upon Tyne,1,343800.0,False
PE7 1EH,526909,296875,Unsurveyed/Urban,0,Fenland,1,265000.0,False
HD5 0AB,417552,417008,Unsurveyed/Urban,70,Kirklees,9,169300.0,False
LS8 1QN,431400,437400,Unsurveyed/Urban,120,Leeds,1,378400.0,False
NR5 0TT,615062,310184,Luvisols,40,South Norfolk,1,278700.0,False
IP11 8AG,630148,234284,Unsurveyed/Urban,10,East Suffolk,1,,False
DL1 5AR,429116,512817,Unsurveyed/Urban,40,Darlington,1,102900.0,False
DE3 6UR,435300,335264,Unsurveyed/Urban,70,Derby,1,,False
HU1 2AY,509839,428827,Unsurveyed/Urban,0,"Kingston upon Hull, City of",1,166900.0,False
WS15 3AW,409631,325266,Stagnosols,120,East Staffordshire,1,419900.0,False
OL1 9JJ,393482,404988,Unsurveyed/Urban,180,Oldham,1,,False
NE5 2SP,420734,566082,Unsurveyed/Urban,80,Newcastle upon Tyne,1,75900.0,False
DH2 3TX,426271,549790,Arenosols,60,County Durham,1,189700.0,False
NR32 2AR,654559,292983,Unsurveyed/Urban,10,East Suffolk,6,142500.0,False
YO2 3XR,456992,447364,Luvisols,20,York,1,,False
WV5 8EY,385800,292300,Unsurveyed/Urban,70,South Staffordshire,1,319900.0,False
PE9 4SN,506026,307686,Stagnosols,30,South Kesteven,1,742400.0,False
LN13 9BQ,545352,375523,Stagnosols,10,East Lindsey,1,227900.0,False
NE65 9ND,416367,603900,Stagnosols,160,Northumberland,1,302700.0,False
HU15 2JA,491168,430857,Arenosols,20,East Riding of Yorkshire,8,158500.0,False
NR8 5GS,615460,312567,Arenosols,40,South Norfolk,1,290400.0,False
S1 9GH,435732,387312,Unsurveyed/Urban,60,Sheffield,1,,False
ST16 9TY,391804,322841,Unsurveyed/Urban,80,Stafford,1,,False
NR7 8FD,625844,312260,Cambisols,30,Broadland,1,384000.0,False
NR21 7HG,587909,323820,Luvisols,50,North Norfolk,1,335000.0,False
WF1 3AT,433100,421000,Unsurveyed/Urban,50,Wakefield,1,192800.0,False
LS10 2RD,431100,431300,Unsurveyed/Urban,30,Leeds,1,240500.0,False
NN9 5FA,493829,271430,Cambisols,80,North Northamptonshire,1,236300.0,False
NE29 1DQ,432685,569414,Unsurveyed/Urban,60,North Tyneside,1,,False
S66 3QR,448042,392811,Unsurveyed/Urban,130,Rotherham,1,121300.0,False
LS12 6JF,428200,432200,Unsurveyed/Urban,40,Leeds,1,552200.0,False
B14 7WB,407502,281065,Unsurveyed/Urban,150,Birmingham,1,289700.0,False
SK14 4JU,394754,395700,Unsurveyed/Urban,110,Tameside,1,107800.0,False
DN36 4AL,531160,404797,Stagnosols,10,North East Lincolnshire,1,230600.0,False
B19 3EP,406337,288058,Unsurveyed/Urban,130,Birmingham,1,323100.0,False
LE4 5NZ,458604,306831,Unsurveyed/Urban,60,Leicester,1,269000.0,False
DN19 9AE,504002,422485,Gleysols,10,North Lincolnshire,1,,False
B17 9HU,403023,285274,Unsurveyed/Urban,170,Birmingham,1,359600.0,False
LE3 8FF,454223,305775,Unsurveyed/Urban,90,Blaby,1,186200.0,False
TS24 9PG,449107,535455,Unsurveyed/Urban,20,Hartlepool,1,98600.0,False
OL1 9PZ,393482,404988,Unsurveyed/Urban,180,Oldham,1,,False
HX1 4WY,407488,425782,Unsurveyed/Urban,230,Calderdale,1,108600.0,False
LS27 7SP,427286,429636,Unsurveyed/Urban,80,Leeds,1,113400.0,False
B77 3QW,422827,304290,Unsurveyed/Urban,70,Tamworth,1,193200.0,False
NG6 8NG,453625,344991,Unsurveyed/Urban,50,Nottingham,1,245300.0,False
SR5 3AB,436127,558282,Unsurveyed/Urban,20,Sunderland,1,96800.0,False
LE67 3ZR,442306,314418,Unsurveyed/Urban,150,North West Leicestershire,1,154700.0,False
SK9 7SE,382869,379369,Stagnosols,70,Cheshire East,1,711700.0,False
LE4 1HQ,456447,308704,Cambisols,90,Leicester,1,379800.0,False
PE23 5EL,539807,366302,Arenosols,50,East Lindsey,1,199100.0,False
SK12 5HE,403381,387354,Stagnosols,190,High Peak,1,,False
NN17 5FF,491972,291129,Stagnosols,100,North Northamptonshire,1,337700.0,False
TS1 1RG,449433,520542,Unsurveyed/Urban,10,Middlesbrough,1,357300.0,False
ST15 0UG,388778,337010,Cambisols,100,Stafford,1,341100.0,False
B25 9AF,411386,284123,Unsurveyed/Urban,120,Birmingham,1,,False
WF9 4HJ,442197,412919,Cambisols,80,Wakefield,1,254900.0,False
B30 2XH,405901,282114,Unsurveyed/Urban,120,Birmingham,6,178200.0,True
LN6 3QS,493849,368056,Gleysols,10,North Kesteven,1,217900.0,False
BD1 1PR,416386,433123,Unsurveyed/Urban,100,Bradford,1,107400.0,False
YO8 1ED,461525,432471,Unsurveyed/Urban,10,Selby,1,,True
PE1 5PT,520869,298883,Unsurveyed/Urban,10,Peterborough,1,215500.0,False
B34 6JA,414018,288765,Unsurveyed/Urban,100,Birmingham,1,187200.0,False
DL6 3QR,440786,493993,Stagnosols,80,Hambleton,1,376800.0,False
DN17 3BY,483616,410845,Cambisols,10,North Lincolnshire,8,178200.0,False
BD23 6JS,408837,457506,Stagnosols,290,Craven,1,413100.0,False
SK14 1WH,394904,395062,Unsurveyed/Urban,100,Tameside,1,115300.0,False
CW1 1LH,371511,356218,Unsurveyed/Urban,50,Cheshire East,1,,False
LS14 3XQ,437235,441240,Stagnosols,90,Leeds,1,535900.0,False
LS28 9NN,422721,432626,Unsurveyed/Urban,120,Leeds,1,239300.0,False
NE29 9JU,435178,569400,Unsurveyed/Urban,40,North Tyneside,1,259100.0,False
