postcode,easting,northing,soilType,elevation
LN7 6SA,510987,401406,Arenosols,50
NG34 8RS,505616,344450,Cambisols,20
DE65 9BA,421404,329770,Unsurveyed/Urban,60
YO25 3BN,499520,468725,Cambisols,150
NE1 5UP,424600,564100,Unsurveyed/Urban,40
NR7 8DR,624235,311483,Unsurveyed/Urban,30
B78 1SX,426168,300024,Unsurveyed/Urban,100
HG3 5PT,413171,468039,Stagnosols,200
DY7 6LL,384876,283703,Arenosols,60
DE11 0FF,429620,321104,Arenosols,90
OL9 9BE,390687,404754,Unsurveyed/Urban,130
OL1 9TT,393482,404988,Unsurveyed/Urban,180
DL12 8HD,405602,517059,Cambisols,190
NE65 8RJ,410264,596488,Stagnosols,160
B43 5BQ,407731,293586,Unsurveyed/Urban,130
HX6 3BN,405814,423408,Unsurveyed/Urban,80
WF16 9BA,421863,424820,Unsurveyed/Urban,130
DE15 9QY,427208,319785,Luvisols,70
NR34 8AD,646180,278993,Histosols,10
TS5 8JJ,448435,515735,Unsurveyed/Urban,20
LS17 7HE,430080,439304,Unsurveyed/Urban,140
DE24 0JX,438830,332654,Unsurveyed/Urban,40
ST15 8NP,390665,333309,Luvisols,90
SR4 7UR,438246,556836,Unsurveyed/Urban,40
YO25 5NL,503184,457580,Cambisols,20
S36 6UB,424638,402518,Stagnosols,230
NE66 1RY,419366,612451,Unsurveyed/Urban,70
WF11 9AP,450054,424042,Unsurveyed/Urban,10
WS7 0LD,406721,308109,Cambisols,130
LE19 4AQ,454070,299036,Stagnosols,90
DN21 2FB,481788,390224,Unsurveyed/Urban,10
B23 7PS,409429,290482,Unsurveyed/Urban,110
BD8 7UH,415508,434544,Unsurveyed/Urban,130
LN6 8AN,495857,367757,Unsurveyed/Urban,10
OL1 9LF,393482,404988,Unsurveyed/Urban,180
LE15 6HZ,486652,308465,Cambisols,100
LE10 0DQ,442023,294856,Luvisols,120
LS16 8FR,427053,438933,Unsurveyed/Urban,130
WF7 6JG,442588,420817,Unsurveyed/Urban,50
NE66 4RA,407009,611833,Stagnosols,70
LN5 9EE,492061,363640,Planosols,10
B3 3QZ,406700,287100,Unsurveyed/Urban,130
NE99 4XZ,424772,563706,Unsurveyed/Urban,30
OL14 7SJ,393218,421667,Podsols,170
LS12 1DZ,428394,432886,Unsurveyed/Urban,40
NE34 7LG,438435,565421,Unsurveyed/Urban,30
LE12 5ZP,453960,320021,Unsurveyed/Urban,40
DE4 5LA,431038,360731,Cambisols,200
S80 1ZT,458546,379064,Unsurveyed/Urban,40
SK3 9DT,389471,389836,Unsurveyed/Urban,70
BD18 1JJ,415838,437161,Unsurveyed/Urban,180
PE12 9US,524979,324522,Gleysols,10
NG32 3QQ,498739,344005,Cambisols,40
WF17 8NG,422866,425647,Unsurveyed/Urban,80
SK8 6FY,386832,385918,Unsurveyed/Urban,70
DL17 8LP,428969,532779,Unsurveyed/Urban,160
NG10 2ZJ,449073,333534,Unsurveyed/Urban,30
HU5 3LG,507564,429927,Unsurveyed/Urban,0
LE4 8LA,461999,308729,Cambisols,60
S61 4QN,442109,393964,Stagnosols,30
CW10 0SH,370575,364447,Stagnosols,40
PE10 9EU,509902,320196,Cambisols,10
LS14 1AU,434714,436981,Unsurveyed/Urban,100
NG13 0WS,470509,340150,Unsurveyed/Urban,30
NE33 1BA,436200,567000,Unsurveyed/Urban,10
NE31 2TA,430624,563580,Unsurveyed/Urban,40
LE11 9GL,453960,320021,Unsurveyed/Urban,40
NE21 5PA,419392,562488,Unsurveyed/Urban,10
B28 1BY,410729,281245,Unsurveyed/Urban,140
DN12 1HQ,453913,397846,Unsurveyed/Urban,90
SK9 2WD,384688,381282,Unsurveyed/Urban,70
LE1 7LW,459315,303472,Unsurveyed/Urban,70
B5 7TY,406600,285000,Unsurveyed/Urban,120
SK1 3RD,389959,389115,Unsurveyed/Urban,70
WS11 5JS,398727,312207,Unsurveyed/Urban,170
YO16 5ZD,519346,469572,Luvisols,50
DL7 9EX,436786,487691,Stagnosols,30
WS4 1AZ,403102,302670,Unsurveyed/Urban,140
NG21 0QU,458713,355735,Arenosols,140
HD2 2AJ,412940,418078,Unsurveyed/Urban,140
NE4 8PA,421947,564337,Unsurveyed/Urban,100
SK1 2AZ,389900,390900,Unsurveyed/Urban,50
NG18 5DR,453291,359885,Unsurveyed/Urban,120
SK10 1FF,392087,373755,Unsurveyed/Urban,140
YO14 9ED,511653,480939,Luvisols,30
WS13 8PB,415800,313473,Arenosols,60
LE7 8QE,463578,309078,Stagnosols,80
NE38 8LR,431549,555209,Unsurveyed/Urban,40
DY7 6NR,385200,282891,Cambisols,50
DE4 2QQ,427772,363256,Planosols,130
DL8 4PG,412721,487807,Cambisols,130
DN14 9FQ,464611,424499,Arenosols,10
NG13 0HX,477818,334882,Cambisols,60
WV13 3DW,395673,298466,Unsurveyed/Urban,130
WF5 9NA,427918,420516,Unsurveyed/Urban,100
PE2 8UF,521787,296179,Cambisols,10
PE21 6PL,532663,344499,Unsurveyed/Urban,0
LE2 8ER,458003,301169,Unsurveyed/Urban,70
LE11 3LZ,452518,318121,Unsurveyed/Urban,60
DN20 9LA,498100,406400,Cambisols,10
NN9 5US,495435,272015,Cambisols,70
DH8 7NX,410802,550153,Unsurveyed/Urban,250
DL17 0BD,430235,531647,Unsurveyed/Urban,90
DE45 1XZ,421830,368562,Planosols,130
NR16 2LJ,601977,284634,Stagnosols,40
TS1 1DR,449635,520691,Unsurveyed/Urban,10
NE48 1RA,366700,589400,Unsurveyed/Urban,200
WS11 3RJ,402571,309024,Unsurveyed/Urban,160
LE15 7ES,483004,314251,Gleysols,110
OL1 1RX,392962,404965,Unsurveyed/Urban,190
NG3 5LH,458125,342118,Unsurveyed/Urban,100
LS10 1TT,430905,432083,Unsurveyed/Urban,30
NG34 8YW,502477,345475,Cambisols,60
LE65 2NT,435017,316388,Unsurveyed/Urban,130
B77 9EL,421405,303425,Unsurveyed/Urban,70
WF9 2EG,446821,410779,Unsurveyed/Urban,40
DE1 0RJ,435996,335424,Unsurveyed/Urban,50
PE32 1PT,573539,316898,Gleysols,20
OL5 9PS,397600,401700,Unsurveyed/Urban,140
B33 0SQ,414997,286699,Unsurveyed/Urban,110
LN10 5HR,517374,365994,Stagnosols,10
OL14 5NG,393052,424992,Podsols,140
LE67 8JN,440626,317878,Planosols,100
S75 5AW,431899,410307,Unsurveyed/Urban,90
NR9 3AY,616935,304258,Luvisols,30
DN15 8YU,489179,410774,Unsurveyed/Urban,40
LN3 6JB,521186,393858,Leptosols,70
YO8 4WP,461525,432471,Unsurveyed/Urban,10
BD7 1WA,416160,431756,Unsurveyed/Urban,130
YO41 1RP,474578,454129,Gleysols,20
S36 8WY,427142,402143,Stagnosols,180
DL14 6AT,420842,528735,Unsurveyed/Urban,100
NE30 3SS,436035,570296,Unsurveyed/Urban,30
LN4 4LU,520830,357599,Gleysols,0
B28 0RS,410153,280152,Unsurveyed/Urban,130
LE10 1PY,442659,294078,Luvisols,120
PE2 5GB,516000,295000,Unsurveyed/Urban,20
DL2 1JS,434255,514147,Stagnosols,50
NR7 7NS,624885,310737,Unsurveyed/Urban,40
ST10 4SE,401035,343278,Stagnosols,170
S30 3JN,430575,393194,Cambisols,120
LE3 5EY,457446,304977,Unsurveyed/Urban,60
NE38 7JR,430322,555675,Unsurveyed/Urban,40
HU1 1XS,510094,428714,Unsurveyed/Urban,10
LE6 3ST,445138,314511,Unsurveyed/Urban,170
HU14 3AH,498749,425685,Luvisols,10
DH9 7UB,417467,551473,Unsurveyed/Urban,240
DE3 3EE,433673,336236,Unsurveyed/Urban,60
NE38 0PT,429928,555193,Unsurveyed/Urban,50
NR28 0WA,624143,329813,Cambisols,20
B9 5AP,409726,286292,Unsurveyed/Urban,130
DL3 8NE,427595,514636,Unsurveyed/Urban,50
NR33 7SY,652204,286608,Arenosols,20
TS26 9DW,450578,532339,Unsurveyed/Urban,10
NE48 4AL,392277,573618,Cambisols,80
SR8 4JZ,444283,541115,Unsurveyed/Urban,60
PE38 9PL,561123,303716,Luvisols,20
NR7 9AW,625448,310735,Unsurveyed/Urban,40
WS13 8YH,413408,309713,Arenosols,80
NG6 9EB,454952,344213,Unsurveyed/Urban,50
DN32 8LB,528884,408685,Unsurveyed/Urban,10
CW11 0YF,376924,359151,Gleysols,70
WF2 0DG,432328,421126,Unsurveyed/Urban,30
WV13 2PX,397198,298067,Unsurveyed/Urban,130
PE20 1LS,531836,337561,Gleysols,0
IP13 8JJ,629270,267290,Cambisols,40
TS17 0WR,443600,519400,Unsurveyed/Urban,10
IP17 1TS,643076,261231,Arenosols,10
S72 8LH,438918,408955,Unsurveyed/Urban,70
ST16 1JQ,391392,325080,Unsurveyed/Urban,80
S2 1DP,439102,386182,Unsurveyed/Urban,120
LS22 7UU,440300,449500,Unsurveyed/Urban,30
B9 5HH,410144,286354,Unsurveyed/Urban,130
LN8 3JA,510617,389907,Podsols,20
DE23 6NX,433844,334600,Unsurveyed/Urban,90
DE2 8QT,438084,333885,Unsurveyed/Urban,50
YO1 4RF,461130,448342,Unsurveyed/Urban,10
WS1 2ER,401935,298279,Unsurveyed/Urban,140
TS25 5BF,450637,530501,Unsurveyed/Urban,10
B32 3NY,399821,282442,Stagnosols,180
LN8 6LN,518581,384178,Cambisols,100
DE14 9FX,425087,324294,Unsurveyed/Urban,50
CW2 5HU,369535,351395,Gleysols,60
NE29 1BQ,432685,569414,Unsurveyed/Urban,60
SR7 7LA,443152,548895,Unsurveyed/Urban,30
ST13 9BW,398283,356481,Unsurveyed/Urban,190
BD1 4WQ,416488,433401,Unsurveyed/Urban,100
DH5 9LB,434787,547600,Unsurveyed/Urban,90
LE67 6JD,440400,309770,Unsurveyed/Urban,130
IP20 9PS,624372,284534,Stagnosols,30
S64 5TG,446433,397238,Gleysols,20
BD2 4BX,416867,434947,Unsurveyed/Urban,140
S35 2BS,434863,396498,Unsurveyed/Urban,120
LS27 7US,426627,429109,Unsurveyed/Urban,110
B74 2NW,412182,296654,Unsurveyed/Urban,130
LN4 4GJ,522091,358353,Gleysols,10
S18 8NQ,434178,378692,Unsurveyed/Urban,180
S25 3RL,451218,386948,Unsurveyed/Urban,100
YO6 6HP,469473,486535,Cambisols,60
NR7 7EZ,624885,310737,Unsurveyed/Urban,40
ST14 8ET,409453,333432,Unsurveyed/Urban,80
OL9 0FA,393482,404988,Unsurveyed/Urban,180
PE10 9AP,509590,320662,Cambisols,10
B74 2WU,411619,296818,Unsurveyed/Urban,130
LE2 7EE,458585,303862,Unsurveyed/Urban,60
SR2 8DP,439996,556410,Unsurveyed/Urban,40
NG6 8FT,453902,345388,Unsurveyed/Urban,50
BD23 4DB,390273,462922,Stagnosols,210
PE11 2FJ,524257,321699,Unsurveyed/Urban,0
NR4 7NH,620175,306781,Unsurveyed/Urban,20
S63 9QA,446604,403625,Gleysols,30
B19 3LH,406700,287600,Unsurveyed/Urban,120
PE3 6UD,517092,299648,Unsurveyed/Urban,20
LE8 9FR,465350,297866,Cambisols,100
HU17 0HG,503786,439427,Unsurveyed/Urban,10
TS17 5BY,444282,514076,Stagnosols,30
NE33 5PU,436273,565809,Unsurveyed/Urban,20
PE30 2AE,561982,320592,Unsurveyed/Urban,0
WS13 6HB,413265,310009,Unsurveyed/Urban,80
B29 7LP,405787,282675,Unsurveyed/Urban,120
NE38 8YA,432300,555800,Unsurveyed/Urban,30
HU13 3AL,503746,426058,Unsurveyed/Urban,10
NE63 9DB,428955,588162,Unsurveyed/Urban,20
HU3 6QN,507100,428800,Unsurveyed/Urban,10
S10 5RS,431685,386798,Unsurveyed/Urban,250
LE1 9BL,459100,304200,Unsurveyed/Urban,70
YO17 9AB,479931,470508,Cambisols,30
HU6 9QY,506949,433352,Unsurveyed/Urban,0
LE18 4NA,459177,298211,Unsurveyed/Urban,80
S44 6UT,447480,368465,Cambisols,180
B8 2JW,410152,286683,Unsurveyed/Urban,130
WF10 2EE,441162,428451,Unsurveyed/Urban,20
NE4 8HN,422600,563200,Unsurveyed/Urban,20
LN5 7PB,497121,370634,Unsurveyed/Urban,10
LE67 2LH,443107,312982,Stagnosols,140
WS15 2ZB,403724,318472,Arenosols,80
NG23 7ES,485923,370156,Gleysols,10
LS10 1NU,431000,432100,Unsurveyed/Urban,30
NE38 7NR,430670,556445,Unsurveyed/Urban,60
NE30 3EW,435848,570907,Unsurveyed/Urban,30
TS1 2DN,450000,520200,Unsurveyed/Urban,10
S62 7DF,443695,397059,Unsurveyed/Urban,80
NG13 8UR,469418,339511,Luvisols,40
DE75 7PN,443105,346849,Unsurveyed/Urban,90
NG12 4DZ,460990,334279,Luvisols,50
OL2 5SW,391369,408423,Unsurveyed/Urban,160
BD7 2PQ,413725,432342,Unsurveyed/Urban,170
DL6 2QR,437432,496289,Luvisols,50
DE21 2TF,438773,339153,Stagnosols,110
S70 6QJ,432840,405870,Unsurveyed/Urban,150
NE61 1DX,419691,586431,Unsurveyed/Urban,40
LE65 1SL,440094,320890,Cambisols,90
NG21 0PZ,459122,355904,Unsurveyed/Urban,110
DN21 4TB,497235,396249,Leptosols,20
SK9 3BD,385667,384168,Unsurveyed/Urban,80
YO7 4DX,441034,487312,Stagnosols,50
ST18 0GJ,397553,326638,Cambisols,80
NG11 6FA,457264,333714,Unsurveyed/Urban,30
LN6 3RY,493468,368326,Gleysols,10
DL1 9DG,429177,514182,Unsurveyed/Urban,40
DL6 1AD,437268,493717,Unsurveyed/Urban,40
DE3 9BN,431255,334577,Unsurveyed/Urban,90
NR34 0AU,646278,293986,Stagnosols,20
NG24 3GB,481014,351438,Arenosols,20
YO3 6GL,459607,454023,Stagnosols,10
NG18 2LL,454697,361137,Unsurveyed/Urban,110
WF5 0LG,428641,419478,Unsurveyed/Urban,80
LS27 8GY,427391,427152,Cambisols,120
NR25 6LP,612933,337303,Cambisols,80
DH3 3HQ,427251,551516,Unsurveyed/Urban,30
S60 3YD,442732,392677,Unsurveyed/Urban,30
LS8 1JF,432299,437759,Unsurveyed/Urban,130
HU5 5HL,504884,429560,Unsurveyed/Urban,10
IP25 6NA,590533,300468,Stagnosols,40
HU12 8AP,516714,426090,Cambisols,10
SR4 7XX,437260,558340,Unsurveyed/Urban,10
WF9 3QH,445424,410780,Unsurveyed/Urban,50
HG4 2RR,430688,472363,Cambisols,40
S10 1DY,433633,387898,Unsurveyed/Urban,150
DH6 3AN,436753,539625,Unsurveyed/Urban,140
SR6 8BN,440284,560797,Unsurveyed/Urban,10
S6 4AJ,432464,390975,Unsurveyed/Urban,110
CW12 4JQ,384172,362611,Unsurveyed/Urban,100
NE28 8ES,429286,566815,Unsurveyed/Urban,30
SR8 9DS,443004,540537,Unsurveyed/Urban,100
DE75 7XU,443729,346476,Unsurveyed/Urban,110
OL5 9BJ,398009,403293,Unsurveyed/Urban,150
DE24 0PD,439100,333409,Unsurveyed/Urban,40
WF17 9DS,422286,426653,Unsurveyed/Urban,140
YO11 9DS,504115,488589,Unsurveyed/Urban,40
NE20 9QF,416290,573547,Unsurveyed/Urban,60
LE8 2FX,460349,298302,Unsurveyed/Urban,80
NR3 3PN,622682,311338,Unsurveyed/Urban,20
NG17 8EH,449953,356157,Unsurveyed/Urban,160
LE3 9SS,456198,305972,Unsurveyed/Urban,80
NE21 5LE,418946,562575,Unsurveyed/Urban,40
LN4 2RF,498323,369773,Planosols,30
NG9 1PH,453984,337269,Unsurveyed/Urban,30
NE99 5AF,424722,563716,Unsurveyed/Urban,30
BD20 6BH,405863,442533,Unsurveyed/Urban,100
LS8 1NG,431787,436892,Unsurveyed/Urban,100
HU15 2ZA,483075,429271,Stagnosols,10
IP22 4LH,611500,279833,Luvisols,30
LE67 1GL,445463,311936,Stagnosols,180
BD20 9UX,402417,447535,Cambisols,240
DE12 8EX,424873,315149,Stagnosols,90
NG7 1ET,452350,340560,Unsurveyed/Urban,60
NR3 2JN,622156,310247,Unsurveyed/Urban,20
NN9 6GR,498889,273715,Cambisols,70
TS17 8HA,446056,517179,Unsurveyed/Urban,10
DE1 0ZJ,435996,335424,Unsurveyed/Urban,50
NG16 5NJ,443528,351752,Stagnosols,80
NR14 7GD,631563,306077,Luvisols,20
CW1 5YA,372057,356037,Stagnosols,50
LS15 8XL,437796,435111,Arenosols,70
IP11 7RJ,629962,234665,Unsurveyed/Urban,20
BD19 3TA,418600,425900,Unsurveyed/Urban,90
ST12 9BS,389433,339975,Luvisols,130
DH7 9ND,418478,542628,Stagnosols,140
WS7 2HE,405057,310204,Unsurveyed/Urban,170
SR7 7RW,441275,548738,Stagnosols,80
B31 1QF,402059,279708,Unsurveyed/Urban,180
SK17 9UN,406694,370988,Cambisols,370
S71 3YH,435247,409630,Unsurveyed/Urban,80
PE14 7SB,554128,315943,Gleysols,0
S70 1QJ,434001,405448,Unsurveyed/Urban,140
WF10 5HT,441998,424529,Unsurveyed/Urban,30
SK12 6LY,405617,379982,Stagnosols,240
SK9 7UT,383973,378316,Unsurveyed/Urban,80
DL17 0QZ,428875,529899,Stagnosols,110
LS12 9AR,426690,433015,Unsurveyed/Urban,100
DN32 9NR,527705,408646,Unsurveyed/Urban,10
DE1 1UA,434905,336409,Unsurveyed/Urban,50
WS15 4BZ,407962,316072,Arenosols,80
PE2 5GQ,515049,296320,Unsurveyed/Urban,10
TS7 0XR,453440,515040,Unsurveyed/Urban,80
HG2 7RD,432297,455408,Unsurveyed/Urban,100
DN34 5RT,524113,408036,Unsurveyed/Urban,10
DN2 6NX,459927,404044,Unsurveyed/Urban,10
CW4 7AS,376225,367062,Unsurveyed/Urban,60
PE31 6HL,568518,330596,Arenosols,10
WA16 7JQ,379074,379783,Stagnosols,50
B13 0DS,407502,281065,Unsurveyed/Urban,150
BD4 7HR,417500,431900,Unsurveyed/Urban,160
DE7 4DU,447114,340256,Unsurveyed/Urban,70
WS1 9BR,401365,298688,Unsurveyed/Urban,120
TS4 2TW,449939,518243,Unsurveyed/Urban,10
NR6 6WE,620879,312852,Unsurveyed/Urban,30
NG31 0DH,491519,335571,Unsurveyed/Urban,60
HU19 2TG,534397,427247,Luvisols,10
SK10 4SW,388247,375626,Cambisols,160
NG1 5FX,456971,340059,Unsurveyed/Urban,50
S5 9FN,435541,393095,Unsurveyed/Urban,120
NE16 5PQ,420625,558595,Stagnosols,160
LE8 1SW,461284,297928,Stagnosols,90
SK2 5SH,391205,389090,Unsurveyed/Urban,90
WF15 7ED,421024,423204,Unsurveyed/Urban,60
B7 5SY,409452,289773,Unsurveyed/Urban,90
NG6 8SZ,454883,347280,Unsurveyed/Urban,60
YO8 9XE,461063,430888,Unsurveyed/Urban,10
NG34 9ES,508152,351197,Cambisols,10
TS11 8EB,461083,521833,Stagnosols,30
HU13 9JB,503655,426696,Unsurveyed/Urban,10
PE12 9TP,524979,324522,Gleysols,10
DE21 4GX,438090,337519,Unsurveyed/Urban,70
TS17 7AR,445543,518401,Unsurveyed/Urban,10
S43 2BZ,440093,375063,Unsurveyed/Urban,70
SR8 2YT,441779,540967,Unsurveyed/Urban,120
B34 7RJ,415740,288822,Unsurveyed/Urban,100
BD3 8HG,418800,433300,Unsurveyed/Urban,180
DE65 5LB,424732,329927,Unsurveyed/Urban,50
HD1 3UX,413367,415342,Unsurveyed/Urban,100
NN8 6UY,486324,268982,Stagnosols,110
WV5 8EZ,385836,292352,Unsurveyed/Urban,70
IP11 0WN,630358,234966,Unsurveyed/Urban,20
LS12 3AL,426705,433139,Unsurveyed/Urban,90
DN31 9EP,527410,410115,Unsurveyed/Urban,10
SK17 9YZ,405959,373989,Unsurveyed/Urban,310
HX1 5QF,408403,425409,Unsurveyed/Urban,190
LE8 3AX,456565,296834,Unsurveyed/Urban,80
ST19 5JJ,392890,313395,Unsurveyed/Urban,90
YO62 4EF,458616,478674,Stagnosols,100
LE2 0XG,459294,304253,Unsurveyed/Urban,70
S60 3EB,444172,390250,Unsurveyed/Urban,70
HD2 2NE,413978,419456,Unsurveyed/Urban,170
OL14 6LA,393553,424100,Cambisols,140
DN32 9EZ,527803,409403,Unsurveyed/Urban,10
NE9 5YH,426185,560495,Unsurveyed/Urban,110
S80 4EY,452510,374355,Unsurveyed/Urban,80
DE21 6GB,437281,337386,Unsurveyed/Urban,70
SK4 9BH,389357,390095,Unsurveyed/Urban,60
BD6 3PW,414006,429720,Unsurveyed/Urban,250
WS4 1RT,403741,302682,Gleysols,140
BD10 8NG,417633,438362,Unsurveyed/Urban,140
TS13 4YD,471821,518121,Stagnosols,60
LS29 7AZ,415247,444344,Stagnosols,220
HG1 4TW,431404,456372,Unsurveyed/Urban,100
NR9 3BW,612810,306349,Stagnosols,40
DN16 3JF,489330,408019,Unsurveyed/Urban,40
WS3 4DN,402228,302174,Unsurveyed/Urban,130
PE6 7HR,513886,305286,Cambisols,10
NN15 5FJ,489966,276984,Cambisols,80
S12 9BW,438359,384997,Unsurveyed/Urban,180
NR7 7AL,624885,310736,Unsurveyed/Urban,40
DE56 1QQ,435000,346500,Cambisols,110
DN9 1FA,475791,408201,Gleysols,10
WS1 9LU,401356,298698,Unsurveyed/Urban,120
NE3 3YR,421692,568143,Unsurveyed/Urban,100
YO61 1LY,457835,466514,Stagnosols,30
S60 9SA,443046,393223,Unsurveyed/Urban,30
B30 2YL,405604,281820,Unsurveyed/Urban,130
TS17 9BN,446188,516854,Unsurveyed/Urban,10
S35 4FU,433879,397017,Unsurveyed/Urban,140
LS17 1HG,430774,439554,Unsurveyed/Urban,160
NG18 2BW,454634,361204,Unsurveyed/Urban,100
BD9 4BL,413913,435606,Unsurveyed/Urban,200
WF6 2EE,438908,422872,Unsurveyed/Urban,40
HG2 7TD,432782,455836,Unsurveyed/Urban,90
LS17 9BB,437002,443958,Stagnosols,60
LN13 9NZ,546836,371891,Stagnosols,10
NG34 8BD,506507,346725,Unsurveyed/Urban,20
SK17 9RN,406532,372215,Unsurveyed/Urban,320
YO16 6TB,519513,469073,Unsurveyed/Urban,40
S72 8BH,438509,410388,Planosols,80
DN1 1UX,457000,403000,Unsurveyed/Urban,10
HU6 9ST,506343,433106,Unsurveyed/Urban,0
TS14 8HB,458272,515218,Stagnosols,100
YO11 9EZ,504115,488589,Unsurveyed/Urban,40
NR35 2PX,637007,292436,Luvisols,10
NE31 1LF,430871,564378,Unsurveyed/Urban,40
YO26 9SW,444310,462262,Luvisols,30
SK8 6PN,386990,384715,Unsurveyed/Urban,80
DH7 9JW,418441,542021,Stagnosols,150
PE20 3LR,523213,341251,Gleysols,0
IP5 2FZ,621918,245500,Unsurveyed/Urban,30
LE16 8AB,474243,286848,Planosols,80
B46 1RA,417770,290878,Unsurveyed/Urban,80
B34 6DX,413403,288542,Unsurveyed/Urban,100
LE5 9JF,454610,301986,Stagnosols,80
DN3 1QR,460922,407142,Arenosols,10
DE3 4BX,432622,336861,Unsurveyed/Urban,70
OL2 6PW,392874,407946,Unsurveyed/Urban,170
TS22 5FE,443596,527136,Stagnosols,50
NE34 8BQ,437877,563723,Unsurveyed/Urban,40
SK12 5BB,400753,386801,Stagnosols,150
PE37 7TX,581992,308647,Arenosols,70
PE15 5UX,541794,297615,Unsurveyed/Urban,0
TS8 9DL,448389,513979,Stagnosols,40
LE3 0UE,456643,304012,Unsurveyed/Urban,70
SR3 1LL,438555,555527,Unsurveyed/Urban,40
YO2 3JE,457074,450250,Unsurveyed/Urban,20
SR6 0FB,440290,558092,Unsurveyed/Urban,20
S18 1RF,434961,378014,Unsurveyed/Urban,180
NE48 1HU,359573,589546,Stagnosols,290
S72 8GX,434387,406245,Unsurveyed/Urban,110
S81 8DG,457153,386464,Cambisols,50
DH3 3QQ,428082,550403,Cambisols,10
SK4 5AE,388171,392651,Unsurveyed/Urban,60
DN20 8BD,500074,408509,Gleysols,10
DE23 6JL,433799,333876,Unsurveyed/Urban,70
S13 7BE,440630,384562,Unsurveyed/Urban,80
LS4 2HA,427224,434708,Unsurveyed/Urban,30
S3 8NX,435541,387833,Unsurveyed/Urban,50
NG8 2LZ,451817,339520,Unsurveyed/Urban,50
NE99 1US,424722,563716,Unsurveyed/Urban,30
BD3 0AD,417726,433698,Unsurveyed/Urban,160
S8 8EL,435610,380642,Unsurveyed/Urban,170
NR6 5NT,621083,312411,Unsurveyed/Urban,30
M34 7XL,393130,393632,Unsurveyed/Urban,100
NG17 4LU,450371,359099,Unsurveyed/Urban,140
S10 5FJ,432712,387248,Unsurveyed/Urban,220
YO3 0UZ,461451,452140,Unsurveyed/Urban,10
NG8 2HU,452000,338000,Unsurveyed/Urban,40
TS20 1UY,444187,523005,Luvisols,20
WF3 2DB,430647,425733,Unsurveyed/Urban,130
NE21 5HQ,418400,562400,Unsurveyed/Urban,90
BD6 1TR,414788,430003,Unsurveyed/Urban,250
LN11 8SL,533787,387073,Unsurveyed/Urban,30
SK7 1BY,388947,384070,Unsurveyed/Urban,80
LN1 1NB,496575,371914,Unsurveyed/Urban,10
NE9 7AN,428225,559505,Unsurveyed/Urban,130
BD13 5EL,406177,436270,Stagnosols,220
WV12 4EQ,397536,300125,Unsurveyed/Urban,140
NR12 9DH,637349,325153,Stagnosols,10
DN9 2EX,475641,398440,Gleysols,40
DL13 4EG,411850,539111,Unsurveyed/Urban,310
S74 9RN,437519,400883,Unsurveyed/Urban,110
NR9 4AU,610719,307914,Luvisols,40
LS8 5YH,431390,434663,Unsurveyed/Urban,50
S43 3QQ,442790,374295,Unsurveyed/Urban,80
B29 5RU,401974,282656,Unsurveyed/Urban,150
BD20 6PF,403445,444252,Cambisols,120
ST8 7SZ,389238,357613,Stagnosols,190
NN15 7NE,487592,278143,Unsurveyed/Urban,80
LS25 7EZ,442286,430573,Cambisols,80
S18 4DN,437165,376433,Planosols,100
DE23 7DF,433467,333349,Arenosols,70
LE4 7FQ,461441,306896,Unsurveyed/Urban,60
DE24 9HH,434860,332191,Unsurveyed/Urban,50
NN9 6RU,500067,273163,Cambisols,60
S60 2AF,442933,392417,Unsurveyed/Urban,50
DE7 7UT,443757,346842,Unsurveyed/Urban,80
LS12 6AY,426746,431442,Unsurveyed/Urban,50
YO21 1AZ,489800,510900,Luvisols,10
S71 4EW,436147,411476,Unsurveyed/Urban,70
DN14 5UZ,474000,422000,Cambisols,10
NE13 7NB,423562,572010,Stagnosols,70
TS20 1QW,443461,521575,Unsurveyed/Urban,20
WS12 4AB,399930,312900,Unsurveyed/Urban,180
DL11 6ET,399590,501734,Stagnosols,400
IP25 7RJ,592684,304552,Stagnosols,70
PE24 5JW,550163,365158,Stagnosols,10
DE12 7PT,431222,313749,Unsurveyed/Urban,100
B34 6RA,414591,288962,Unsurveyed/Urban,100
LE2 8BA,458328,301880,Unsurveyed/Urban,60
NG2 9JJ,458183,338985,Unsurveyed/Urban,30
SR5 9PE,437260,558340,Unsurveyed/Urban,10
NR15 1WG,623192,298871,Stagnosols,40
NR19 2HF,598964,314527,Stagnosols,70
B6 4JQ,407279,288677,Unsurveyed/Urban,110
B14 6PR,406698,280027,Unsurveyed/Urban,160
DE55 5QU,444586,361095,Arenosols,170
M34 3BE,392958,395616,Unsurveyed/Urban,100
NN10 9AL,495237,268018,Unsurveyed/Urban,50
NE23 1YX,426631,577987,Unsurveyed/Urban,50
WS15 1GH,403527,316800,Arenosols,120
S45 9LN,440113,363752,Unsurveyed/Urban,120
SR5 3HT,436785,558619,Unsurveyed/Urban,30
LE4 2AZ,458692,307470,Unsurveyed/Urban,60
YO21 1QY,489692,510938,Luvisols,20
HD9 4YA,410356,410411,Unsurveyed/Urban,190
NE31 2ND,430592,563235,Unsurveyed/Urban,40
NG8 4HW,451249,341024,Unsurveyed/Urban,80
NN9 5UE,494771,270890,Cambisols,60
M35 7AL,390514,398447,Unsurveyed/Urban,100
YO51 9JU,439521,467231,Luvisols,20
TS3 9EN,452630,519269,Unsurveyed/Urban,10
